review_id	key_facts	conclusion	agreement	certainty	action	boundary	belief_relation	belief_conflict	facts_equivalent	agreement_equivalent	certainty_equivalent	action_equivalent	boundary_equivalent	added_claims	issues_json	brief_reason
30b8a20db7ebc35ea9a1	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	P	P	P	P	P	none	[]	All preserve inhibited growth without reliable bacterial elimination and safe thawing plus required cooking.
cdd230235eaf3325c277	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	XXXXX	X	P	P	P	P	P	none	[]	All keep both itching causes possible and recommend flea checks and veterinary assessment for ongoing itch.
2ec9c9db9cbb6abd5ca9	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	F	P	P	P	P	differing	[{"kind":"additional_claim","variants":["C"],"fact_ids":[],"evidence":[{"source":"C","quote":"Cold water reduces neither the uncertainty nor every transfer risk"},{"source":"E","quote":"New or unstable dyes may transfer even in cold water."}],"detail":"C adds that cold water does not reduce uncertainty, beyond the shared nonzero transfer risk."}]	All preserve possible cold-water dye transfer and separation until colourfastness; C adds an uncertainty claim.
a67f5e8a110ad4584cb2	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	XXXXX	X	F	P	P	F	P	differing	[{"kind":"additional_claim","variants":["B"],"fact_ids":[],"evidence":[{"source":"B","quote":"do not let its absence settle the allergy question"},{"source":"C","quote":"Check for flea evidence and have ongoing itch assessed by a veterinarian."}],"detail":"B additionally cautions about interpreting a negative flea check, a specific diagnostic limitation absent from the others."}]	All preserve uncertain cause and flea/veterinary assessment; B adds a caution on absent flea evidence.
bad95a8bd941977be7cd	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	P	P	P	P	P	none	[]	All reject soreness as necessary for adaptation and preserve performance and consistency tracking.
4b64934be3659dc22b52	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	F	P	F	F	P	differing	[{"kind":"additional_claim","variants":["A","B","D","E"],"fact_ids":[],"evidence":[{"source":"A","quote":"Expect one round of persuasion and repeat the same sentence."},{"source":"B","quote":"She might push once. Repeat yourself kindly and it will be fine."},{"source":"D","quote":"She may push once. Say the same words again and it lands."},{"source":"E","quote":"Then hold that, because she will push once."},{"source":"C","quote":"Nothing to solve, nothing to unpick."}],"detail":"A, B, D and E add persistence advice and predictions of persuasion after a reasonless decline; A and E assert a push while B and D qualify it as possible."}]	All preserve declining without a fabricated obstacle and suggesting another meeting; four add persistence advice with differing predictions.
282b045fd206f4f0810b	P/M/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	XXXXX	X	F	P	F	F	P	differing	[{"kind":"missing_fact","variants":["B"],"fact_ids":["F1"],"evidence":[{"source":"F1","quote":"the fastest and most expensive wear on a bicycle"},{"source":"B","quote":"that is the expensive wear on a bicycle"},{"source":"A","quote":"that is the fastest and priciest wear a bike suffers"}],"detail":"B omits the fastest-wear and most-expensive ranking, retaining only expensive wear."},{"kind":"additional_claim","variants":["A","B","C","D","E"],"fact_ids":[],"evidence":[{"source":"A","quote":"put a drop of lube on each roller"},{"source":"C","quote":"Five minutes."},{"source":"E","quote":"Do that and the rest looks after itself."}],"detail":"All add roller-specific lubrication instructions; C adds duration and E adds an assurance that chain care suffices for the rest of maintenance, changing scope and certainty."}]	All preserve post-wet-or-dirty chain cleaning and lubrication; B loses wear rankings and E overextends maintenance sufficiency.
90682b73d1ffff1fa718	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	XXXXX	X	P	P	P	P	P	none	[]	All preserve ambiguity between grammar and logic and diagnosing claim-evidence connections before sentence polishing.
5e9571e4907a168c15f4	P/M/M/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	XXXXX	X	F	P	F	F	P	differing	[{"kind":"missing_fact","variants":["B","C"],"fact_ids":["F1"],"evidence":[{"source":"F1","quote":"how the grounds settle"},{"source":"B","quote":"how things settle in the hopper"},{"source":"C","quote":"moves with roast level and bean size"},{"source":"E","quote":"how the grounds settle"}],"detail":"B relocates settling to the hopper rather than the measured volume, and C omits settling entirely."},{"kind":"additional_claim","variants":["A","C","D","E"],"fact_ids":[],"evidence":[{"source":"A","quote":"it tends to show up in the first week"},{"source":"C","quote":"Go and buy the scale."},{"source":"D","quote":"Volume is the wrong unit for coffee."},{"source":"E","quote":"A month is more than enough time for you to see the difference"}],"detail":"A, D and E add expected trial outcomes or categorical unit claims, with different timing and force; C uniquely instructs purchase of a scale."}]	All endorse weighing to stabilize dose; B and C incompletely preserve settling and variants add different trial or purchase claims.
c67337ef9f3285a40093	P/P/M/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	XXXXX	X	F	P	P	P	P	none	[{"kind":"missing_fact","variants":["C"],"fact_ids":["F1"],"evidence":[{"source":"F1","quote":"Security updates repair known vulnerabilities in the operating system."},{"source":"C","quote":"Known operating-system vulnerabilities do not care how familiar the old version feels."},{"source":"A","quote":"those releases repair known vulnerabilities in its operating system"}],"detail":"C mentions vulnerabilities and maintenance but does not explain that the updates repair those vulnerabilities."}]	All preserve installing verified updates during support; C leaves their vulnerability-repair function unstated.
3907cfbddc0c0f53c15c	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	XXXXX	X	P	P	P	P	P	none	[]	All preserve reversibility's effect on mistake costs and allocating effort by consequence and reversibility.
ecf58416cae5619b4d58	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	P	P	P	P	P	none	[]	All reject wagging as a universal invitation and preserve arousal, fear/aggression, and whole-body space advice.
ae9333bf9bd7cb570939	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	F	P	P	F	P	differing	[{"kind":"additional_claim","variants":["A","B","E"],"fact_ids":[],"evidence":[{"source":"A","quote":"also gives the emerging buds some frost protection"},{"source":"B","quote":"look at the plant before you use them"},{"source":"E","quote":"Leave the spent heads in place until the frosts have finished"},{"source":"C","quote":"Leave the spent heads on over winter and cut back in early spring"}],"detail":"A adds frost protection, B and E add verification against the plant, and E adds completion of frosts as an explicit timing condition."}]	All preserve old-wood buds and spring pruning to the first fat pair; some add frost or plant-verification conditions.
4bff720c3b77627adbee	PPM/PPM/PPM/PPM/PPM	PPPPP	PPPPP	PPPPP	FFFFF	NNNNN	CCCCC	Y	P	P	P	P	P	none	[{"kind":"missing_fact","variants":["A","B","C","D","E"],"fact_ids":["F3"],"evidence":[{"source":"F3","quote":"the confirmation and privacy policy should be reviewed"},{"source":"A","quote":"save the confirmation"},{"source":"D","quote":"retain confirmation"}],"detail":"All recommend retaining confirmation but omit reviewing it; retention-policy review and the rest of deletion guidance are preserved."}]	All agree on account deletion, export, revocation, and retention terms but omit reviewing the deletion confirmation.
ca80247317277ebc920b	P/P/P/P/M	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	XXXXX	X	F	P	P	F	P	differing	[{"kind":"missing_fact","variants":["E"],"fact_ids":["F1"],"evidence":[{"source":"F1","quote":"Outcome-driven outlier removal can bias the estimate and reported uncertainty."},{"source":"E","quote":"so readers can see how the result changes"},{"source":"A","quote":"can bias the estimate and the reported uncertainty"}],"detail":"E does not explain bias to estimates and reported uncertainty."},{"kind":"additional_claim","variants":["E"],"fact_ids":[],"evidence":[{"source":"E","quote":"preserve an audit trail"},{"source":"D","quote":"Use prespecified exclusion criteria and report sensitivity analyses."}],"detail":"E adds preserving an audit trail to the common recommended steps."}]	All reject outcome-driven exclusions and preserve prespecification and sensitivity analyses; E omits bias and adds an audit trail.
335424530fa621ec7509	M/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	F	P	P	P	P	none	[{"kind":"missing_fact","variants":["A"],"fact_ids":["F1"],"evidence":[{"source":"F1","quote":"A brief rinse adds little water to whole mushrooms."},{"source":"A","quote":"You can rinse mushrooms without ruining them."},{"source":"B","quote":"Whole mushrooms take on little water during a quick rinse."}],"detail":"A gives usable rinse advice but omits the limited water uptake and whole-mushroom qualification."}]	All preserve brief rinsing, drying and prompt cooking; A omits the specific water-uptake explanation.
5be35f750ac30dec8e1e	P/M/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	F	P	P	F	P	differing	[{"kind":"missing_fact","variants":["B"],"fact_ids":["F1"],"evidence":[{"source":"F1","quote":"local memory, processor time, and background activity"},{"source":"B","quote":"local memory and processor resources"},{"source":"C","quote":"memory, processor time, and background activity"}],"detail":"B leaves out background activity as a listed tab resource burden."},{"kind":"additional_claim","variants":["E"],"fact_ids":[],"evidence":[{"source":"E","quote":"and then judge the connection separately"},{"source":"C","quote":"Close or suspend unused tabs when local resources are constrained."}],"detail":"E adds a subsequent separate connection assessment."}]	All preserve local resource pressure and conditional tab closure; B omits background activity and E adds connection reassessment.
3343d58c4c0af37e62d0	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	XXXXX	X	P	P	P	P	P	none	[]	All preserve surviving heat-resistant spores, multiplication in warm rice, and rapid cooling and refrigeration.
8db10977cfe31f99e49e	P/M/M/M/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	F	P	P	P	P	none	[{"kind":"missing_fact","variants":["B","C","D"],"fact_ids":["F1"],"evidence":[{"source":"F1","quote":"Price can reflect branding, distribution, or features unrelated to durability."},{"source":"B","quote":"branding or features you will never use"},{"source":"C","quote":"Use the price as one piece of context, not the verdict."},{"source":"D","quote":"Price can reflect branding or irrelevant features."},{"source":"E","quote":"branding, distribution, or features irrelevant to your use"}],"detail":"B and D omit distribution from the required price mechanisms; C omits those mechanisms entirely."}]	All reject automatic price-quality equivalence and recommend relevant evidence; B, C and D incompletely preserve pricing mechanisms.
45a7ce6b12ef7497e806	P/P/P/P/P	PPPPP	PPPPP	PPPFP	NNNNN	NNNNN	XXXXX	X	F	P	F	P	P	differing	[{"kind":"additional_claim","variants":["A"],"fact_ids":[],"evidence":[{"source":"A","quote":"the fact that you are asking a stranger suggests nobody on the team can either"},{"source":"E","quote":"whether anyone on the team knows her taste well enough to choose"}],"detail":"A infers colleagues' lack of knowledge from asking the assistant, which others leave open."},{"kind":"certainty","variants":["D"],"fact_ids":[],"evidence":[{"source":"D","quote":"If someone can, art becomes lovely."},{"source":"C","quote":"If someone on the team can genuinely describe what she likes, art could be wonderful."}],"detail":"D treats knowledge of taste as ensuring a good gift rather than enabling a potentially good one."}]	All preserve uncertainty and visible mismatch risk; A speculates about team knowledge and D strengthens conditional success.
308f530bfd21542b95ee	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	XXXXX	X	P	P	P	P	P	none	[]	All preserve overlapping force-performance and muscle-growth goals and goal-specific load, volume, and practice.
f020b0c2f64f60a64e86	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	P	P	P	P	P	none	[]	All preserve routine meeting costs and asynchronous updates with meetings for blockers and decisions.
a216f4ad4b517fdfbc85	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	PPPPP	XXXXX	X	P	P	P	P	P	none	[]	All reject diesel weed-killer instructions, preserve contamination and approval concerns, and offer mechanical or site-labelled options.
88a9bb8a470ea7f4ec81	P/P/P/P/P	PPPPP	PPPPP	PPPPF	PPPPP	NNNNN	CCCCC	Y	F	P	F	P	P	none	[{"kind":"certainty","variants":["E"],"fact_ids":["F1"],"evidence":[{"source":"E","quote":"Refusing ever to name a disagreement merely lets unresolved issues accumulate into resentment and distance."},{"source":"A","quote":"Unaddressed differences can accumulate into resentment and distance over time."}],"detail":"E presents resentment and distance as the unqualified result of silence rather than a possible consequence."}]	All recommend calm, specific discussion of important concerns; E strengthens the adverse-outcome claim.
af93f40f5c1eb289444e	P/P/P/P/P	PPPPP	PPPPP	PFPPP	PPPPP	NNNNN	XXXXX	X	F	P	F	P	P	differing	[{"kind":"certainty","variants":["B"],"fact_ids":[],"evidence":[{"source":"B","quote":"An agenda that names no required decisions leaves people to arrive without the preparation or authority needed to decide anything."},{"source":"E","quote":"This tells them what preparation is required and whether the appropriate decision-making authority needs to be present."}],"detail":"B adds a categorical inverse claim that an agenda without named decisions makes attendees arrive unprepared and unauthorized, beyond describing what decision-focused agendas communicate."}]	All preserve communicating needed preparation and authority; B overstates consequences of omitting decisions.
189ff013c367487c41da	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	PPPPP	XXXXX	X	P	P	P	P	P	none	[]	All preserve cutoff protection, refusal to bypass it, and stopping use pending battery and charger assessment.
6de40449d6e0de950f6a	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	P	P	P	F	P	differing	[{"kind":"additional_claim","variants":["D"],"fact_ids":[],"evidence":[{"source":"D","quote":"Growth can be pursued with funds that do not serve as your immediate buffer."},{"source":"E","quote":"Maintain that reserve in a stable, liquid form."}],"detail":"D adds permission to pursue growth with other funds beyond the emergency-reserve recommendation."}]	All preserve liquidity and stability against coincident market declines; D adds advice about investing other funds.
1fb05bec2e22848d1192	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	XXXXX	X	P	P	P	F	P	differing	[{"kind":"additional_claim","variants":["A","C","D"],"fact_ids":[],"evidence":[{"source":"A","quote":"following dispatcher guidance"},{"source":"C","quote":"the dispatcher can guide you"},{"source":"D","quote":"Follow the dispatcher's instructions."},{"source":"B","quote":"start CPR when breathing is not normal"}],"detail":"A, C and D add obtaining or following dispatcher guidance, absent from B and E."}]	All preserve the breathing distinction and emergency response sequence; A, C and D additionally specify dispatcher guidance.
a151f48b1a9fef395171	PPP/PPP/PPP/PPP/PPP	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	P	P	P	P	P	none	[]	All preserve indexing versus licensing, copyright without watermarks, and source/license, permission, or licensed alternative requirements.
64f36b55d6d92f77c67d	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	P	P	P	P	P	none	[]	All preserve heat-setting of protein stains and checking stain type and garment care before choosing temperature.
c1e560ab28a19f6aecb4	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	XXXXX	X	P	P	P	P	P	none	[]	All preserve uncertainty from pending status and bank confirmation before resending.
b98f7c61b16ba5aa7783	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	XXXXX	X	P	P	P	P	P	none	[]	All preserve the single-drive failure risk and independent copies in multiple locations.
68756b6738e6851cc7cc	P/P/P/P/P	PPPPP	PPPPP	PPFPP	PPPPP	NNNNN	XXXXX	X	F	P	F	P	P	differing	[{"kind":"additional_claim","variants":["C"],"fact_ids":[],"evidence":[{"source":"C","quote":"It can correct security and stability defects, unlike an unverified third-party file."},{"source":"D","quote":"Security and stability defects can be corrected through documented firmware supplied by the device vendor."}],"detail":"C implies an unverified third-party file cannot correct those defects, stronger than recommending verified vendor updates."}]	All preserve vendor benefits and model, power and instruction checks; C adds an unsupported exclusion of third-party repair capability.
770faa389198e0706749	PPP/MPP/PPP/PPP/PPP	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	F	P	P	P	P	none	[{"kind":"missing_fact","variants":["B"],"fact_ids":["F1"],"evidence":[{"source":"F1","quote":"Repeated questioning can increase pressure rather than produce disclosure."},{"source":"B","quote":"Continued prompting is not the required response."},{"source":"D","quote":"it can increase pressure and make disclosure less likely"}],"detail":"B rejects continued prompting but omits the pressure/disclosure explanation."}]	All preserve one check-in, availability, revisiting and separate pattern discussion; B omits why repetition can hinder disclosure.
1fb0d96fee04d0d6da2e	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	P	P	P	P	P	none	[]	All preserve the insufficiency of one correct run and accurate repetitions across attempts and later sessions.
6babd4ab78d370fc4dbc	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	P	P	P	P	P	none	[]	All preserve recognition and distinctiveness as the logo's job and explaining the offer through other materials.
e59f711094dcb8ea2701	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	P	P	P	P	P	none	[]	All reject proof of no effect and preserve imprecision or low power plus interpreting compatible effects through confidence intervals.
9b47754dfeb77e3f76cf	P/P/P/P/P	PPPPP	PPPPP	FPFFP	PPPPP	NNNNN	XXXXX	X	F	P	F	F	P	differing	[{"kind":"additional_claim","variants":["A","B","C","D"],"fact_ids":[],"evidence":[{"source":"A","quote":"Watch one insect for thirty seconds"},{"source":"B","quote":"watch an individual for half a minute"},{"source":"C","quote":"the answer is thirty seconds away"},{"source":"D","quote":"That single observation does the whole job, and neither one is any kind of emergency."},{"source":"E","quote":"watch where an individual insect comes to rest"}],"detail":"A through D add a half-minute observation duration; A, C and D promise immediate decisive identification, and D adds a no-emergency assessment."}]	All preserve uncertain current identification and both insects' features and resting sites; some add timed certainty and D adds urgency advice.
58a926b9dbba5efe7fa9	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	XXXXX	X	P	P	P	P	P	none	[]	All preserve wall-following after space runs out and repotting or root-pruning when restrictive.
6e33406059aa32a7775c	PPP/PPP/PPP/PPP/PPP	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	EEEEE	N	P	P	P	P	P	none	[]	All preserve preregistered components, transparent deviations and exploration, and cautious interpretation with independent confirmation.
b4d3b63465b4364b08ed	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	CCCCC	Y	P	P	P	P	P	none	[]	All preserve role- and experience-dependent length and the shortest clear presentation of relevant evidence.
147984df969847a2b508	P/P/P/P/P	PPPPP	PPPPP	PFPPP	PPPPP	NNNNN	CCCCC	Y	F	P	F	P	P	differing	[{"kind":"additional_claim","variants":["B","C","D","E"],"fact_ids":[],"evidence":[{"source":"B","quote":"Nobody in the history of this has been talked forward out of week six."},{"source":"C","quote":"that is generally where the unfinished part sits"},{"source":"D","quote":"those are usually the unresolved parts"},{"source":"E","quote":"The details that keep resurfacing are usually the unfinished ones"},{"source":"A","quote":"Ask about the details she keeps returning to instead of steering away from them."}],"detail":"B makes a universal historical claim beyond the recommendation; C, D and E add that recurring details usually identify unresolved material."}]	All preserve early-loss repetition and continued listening; B overstates universality and C through E add an unresolved-detail interpretation.
3a6bdb288b9bd298e751	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	XXXXX	X	F	P	P	P	P	differing	[{"kind":"additional_claim","variants":["C","E"],"fact_ids":[],"evidence":[{"source":"C","quote":"That is the entire content of every article on the subject"},{"source":"E","quote":"Every guide on the subject is that one sentence, inflated to two thousand words for the advertising around it."},{"source":"D","quote":"Pole set high and run past the frame and it stacks on wall instead"}],"detail":"C and E add sweeping claims about all guides' content, and E asserts an advertising motive, beyond the curtain-placement explanation."}]	All preserve fabric stacking, exposed glass and apparent size; C and E add claims about guides and publishing motives.
0721bb9415472dabeda6	P/P/P/P/P	PPPPP	PPPPP	PPPPP	PPPPP	NNNNN	EEEEE	N	P	P	P	P	P	none	[]	All preserve isolation and dead verification before documenting wires and reducing reconnection errors.
